,title,releaseyear,count,avg,std,idxstart,idxstop
15868,Runaway Jury,2003,102754,3.7418300017517567,0.8565439048811608,90248855,90351608
3302,Grease,1978,102576,3.7954297301513034,1.09410981595131,19154391,19256966
9489,Face/Off,1997,102031,3.5971812488361383,1.0318227965756015,53517079,53619109
5381,Radio,2003,101779,3.9635484726711803,0.9811032775196844,30796000,30897778
12118,Cheaper by the Dozen,2003,101500,3.5117536945812806,1.0160823918454496,68109763,68211262
8249,Along Came Polly,2004,101188,3.299116496027197,0.9475807344379192,48010091,48111278
371,Schindler's List,1993,101141,4.458004172392996,0.7816884272934222,2336743,2437883
17149,Love Actually,2003,101118,3.693832947645325,1.0516365058495487,96976879,97077996
14276,Adaptation,2002,101042,3.3522297658399483,1.1868711624474846,80307233,80408274
5439,Hidalgo,2004,100556,3.68110306694777,0.9783188647388966,31117522,31218077
14425,Stepmom,1998,100340,3.5224835559099064,1.0988255326958136,81696850,81797189
6475,Starsky & Hutch,2004,100298,3.0359030090330816,1.0200570541843341,37361989,37462286
3352,Speed,1994,100248,3.5432826590056656,0.9391350639010811,19483716,19583963
1124,Spanglish,2004,100112,3.562819642000959,0.9875307740224412,6973798,7073909
1736,Gangs of New York,2002,99910,3.3576919227304574,1.0526152366970043,10456370,10556279
334,Pay It Forward,2000,99812,3.689345970424398,1.0925243662694075,2117802,2217613
9535,Van Helsing,2004,99686,3.2746323455650743,1.1567824688291433,53825065,53924750
14931,Jerry Maguire,1996,99460,3.8041926402573902,0.9226120892624888,84577462,84676921
178,Seven,1995,99324,4.134952277395192,0.892375602556663,939929,1039252
13610,X-Men,2000,99304,3.891222911463788,0.9295069779847216,76811847,76911150
12760,Mona Lisa Smile,2003,99009,3.4234968538213697,0.9621653035312984,71618572,71717580
16557,The Waterboy,1998,98765,3.3778160279451224,1.129281908062178,94079640,94178404
11386,X2: X-Men United,2003,98720,3.9322021880064826,0.8928812491503859,64618583,64717302
10728,Secondhand Lions,2003,98700,4.068145896656535,0.9379408491290512,60671143,60769842
2802,Bend It Like Beckham,2002,98696,3.78116640998622,0.957545090709835,16019286,16117981
8900,Apollo 13,1995,98116,4.082575726690855,0.8386297660150626,50960545,51058660
13712,Matchstick Men,2003,98002,3.4523275035203365,0.8828768788436704,77397573,77495574
16644,Garden State,2004,97939,3.6933601527481392,1.1114540358900695,94442219,94540157
15644,Paycheck,2003,97491,3.3741678719061245,1.0281505337768064,88315796,88413286
3417,Monster,2003,97165,3.5607368908557606,1.0416964975697522,19848680,19945844
5755,The Mummy Returns,2001,97112,3.4795081967213117,1.0802849736740128,32967552,33064663
5953,The Terminator,1984,96778,3.9566637045609534,0.9216683129217836,34227547,34324324
6900,Under the Tuscan Sun,2003,96602,3.5842839692759982,0.9847297899314468,39892257,39988858
6075,The Breakfast Club,1985,95472,4.0533140606670015,0.8895718653628271,35166281,35261752
16132,Dead Poets Society,1989,95335,4.026789741438087,0.9092658284467776,91581091,91676425
890,Remember the Titans,2000,95095,4.087617645512382,0.9185447068833751,5636552,5731646
6071,Harry Potter and the Prisoner of Azkaban,2004,94041,4.190183005284928,0.874862883863298,35063860,35157900
7890,Monster's Ball,2001,93391,3.3230289856624298,1.0548393411819208,45768396,45861786
4885,About Schmidt,2002,93241,3.0593837474930554,1.071255035438418,28019151,28112391
12042,Clear and Present Danger,1994,93202,3.967532885560396,0.8528436391412005,67679764,67772965
11734,There's Something About Mary: Special Edition,1998,92691,3.8668694911048536,1.0090011951273887,66226836,66319526
4304,Star Wars: Episode II: Attack of the Clones,2002,92671,3.5498268066601204,1.1171791284480026,24711189,24803859
3046,The Bone Collector,1999,92555,3.70113986278429,0.9843803620285124,17259639,17352193
1822,Star Wars: Episode V: The Empire Strikes Back,1980,92470,4.543700659673409,0.7594322755470947,11032092,11124561
4540,Hotel Rwanda,2005,92345,4.30578807731875,0.8291298728269966,26331444,26423788
1530,Traffic,2000,92294,3.6932519990465247,0.9882764442721624,9558323,9650616
4423,Happy Gilmore,1996,91369,3.8567347787542814,1.021824354943316,25515037,25606405
12195,Coming to America,1988,90675,3.526484698097601,1.011318068105932,68755225,68845899
7483,Signs,2002,90591,3.5001600600501157,1.0309199520286199,42889243,42979833
7067,Philadelphia,1993,90472,3.9447342824299234,0.9424931297992007,40994403,41084874
5207,Reservoir Dogs,1992,90450,4.003847429519071,1.0188096170879766,29920928,30011377
13180,GoodFellas: Special Edition,1990,90408,4.284156269356694,0.859976004054032,74315143,74405550
63,Bowling for Columbine,2002,90387,3.7845597265093436,1.2021023122304726,227793,318179
6696,Office Space,1999,90320,4.0793179805137285,0.9845449079051779,38533596,38623915
10781,American Pie 2,2001,90245,3.492171311429996,1.10556301886965,61099971,61190215
14511,Rush Hour 2,2001,90010,3.4515053882901903,1.0451894927031178,82381502,82471511
6928,The Mummy,1999,89999,3.6290292114356832,1.0586706500016807,40029025,40119023
14889,A League of Their Own,1992,89911,3.733803427834192,0.9305668595497868,84219409,84309319
10415,As Good as It Gets,1997,89892,3.8891892493214084,0.9137431329786144,58715158,58805049
12319,Super Size Me,2004,89865,3.86377343793468,0.9739974047689781,69468320,69558184
7488,Ladder 49,2004,89799,3.764618759674384,1.0250471087268485,43007006,43096804
6976,Chocolat,2000,89784,3.891305800588078,0.9493795562305436,40290448,40380231
17263,The Village,2004,89714,3.2568383975745148,1.0780037516964611,97620495,97710208
17375,"Crouching Tiger, Hidden Dragon",2000,89654,3.898520980658978,1.0653818679575129,98251281,98340934
10741,Patriot Games,1992,89348,3.9380064467027793,0.8545940787296187,60822540,60911887
1434,Shark Tale,2004,89080,3.5807925460260437,1.0373391319620189,8796913,8885992
15798,Star Wars: Episode VI: Return of the Jedi,1983,88846,4.460729802129529,0.7985851108788325,89822111,89910956
10986,Coyote Ugly,2000,88733,3.23034271353386,1.2259934852595409,62386345,62475077
15813,The Princess Bride,1987,88687,4.299457643172055,0.8801139730982162,89967781,90056467
2905,Terminator 3: Rise of the Machines,2003,88310,3.308526780659042,0.995891681651498,16538411,16626720
11863,Austin Powers: The Spy Who Shagged Me,1999,88183,3.4497578898427133,1.0929762383541957,66863156,66951338
15904,Raising Arizona,1987,88120,3.7993985474353154,1.046138133607167,90431305,90519424
16491,Three Men and a Baby,1987,88067,3.2453245824202033,1.0167880238463447,93637297,93725363
8472,Secret Window,2004,87939,3.280956117308589,0.9821026450218452,49032782,49120720
5281,Cast Away,2000,87658,3.7507814460745172,0.9557479984751676,30214565,30302222
3465,Identity,2003,87622,3.519789550569492,0.9490404310824598,20096147,20183768
11512,Liar Liar,1997,87389,3.5575072377530352,0.9839262904539854,65140533,65227921
12656,Don't Say a Word,2001,87139,3.4063163451497034,0.964012138561506,70820845,70907983
17558,One Flew Over the Cuckoo's Nest,1975,87056,4.2766380260981425,0.8244863177310984,99513789,99600844
2293,High Crimes,2002,86619,3.617693577621538,0.9724315134372472,13520769,13607387
10630,Lemony Snicket's A Series of Unfortunate Events,2004,85716,3.284042652480284,1.022766951422785,60048223,60133938
684,Broken Arrow,1996,85669,3.2600357188714706,1.010145827030701,4636727,4722395
5693,Amelie,2001,85299,4.115429254739212,1.0325792026861755,32485185,32570483
16845,Star Wars: Episode IV: A New Hope,1977,85184,4.504097013523666,0.8052421032418169,95500879,95586062
5557,The Passion of the Christ,2004,85050,3.7484538506760727,1.2685793675501056,31942743,32027792
16869,Gothika,2003,84794,3.3881052904686646,1.0343354334318209,95667137,95751930
13958,Monty Python and the Holy Grail,1975,84651,4.173394289494513,0.9934928960802396,78370204,78454854
10927,Apocalypse Now,1979,84590,3.9831422153918905,1.0156940885951586,62124925,62209514
10028,Elf,2003,83849,3.545158558837911,1.029512722696748,56532067,56615915
14144,Bad Boys II,2003,83680,3.534106118546845,1.1056988931332703,79579848,79663527
13431,The Count of Monte Cristo,2002,83564,3.879038820544732,0.94199770762953,75881683,75965246
7687,The Firm,1993,83437,3.6478780397185897,0.8950638326053761,44428726,44512162
11211,The Hunt for Red October,1990,83249,4.0853583826832764,0.8436454222251517,63436026,63519274
7715,"Good Morning, Vietnam",1987,82949,3.8517763927232402,0.8948812412476463,44611684,44694632
15792,The Net,1995,82906,3.2631775746025617,1.005021578182137,89518543,89601448
3650,Ice Age,2002,82849,3.8502939081944265,0.9384116831877696,21193590,21276438
8381,Old School,2003,82444,3.7033137644946867,1.0917420114507337,48418508,48500951
3703,Die Hard With a Vengeance,1995,82374,3.6660475392721006,0.9788740238166881,21527682,21610055
15739,Lethal Weapon 2,1989,81930,3.87695593799585,0.9199405677801832,88984947,89066876
9217,Closer,2004,81881,2.9888008207032155,1.138489441982794,52227851,52309731
736,My Best Friend's Wedding,1997,81596,3.571486347369969,0.9785308755191222,5131112,5212707
5020,The Big Lebowski,1998,81316,3.7613630773771467,1.1412936365350546,28673278,28754593
15098,Jaws,1975,81278,3.8860085139890255,0.9408610310965028,85483341,85564618
14330,Taking Lives,2004,81260,3.478931823775535,0.9909691361118956,80556155,80637414
14437,Stand by Me,1986,81219,4.173013703690024,0.7857339549670285,81861448,81942666
2220,The Shining,1980,81127,4.064762656082439,0.9189667139395291,13008599,13089725
2241,Taxi Driver,1976,81100,3.892601726263872,1.0086956150614128,13158954,13240053
4107,Back to the Future,1985,80941,4.1178636290631445,0.8339450597421475,23503317,23584257
4821,Raising Helen,2004,80836,3.550559156811321,1.0094827536093074,27589505,27670340
4990,Lara Croft: Tomb Raider: The Cradle of Life,2003,80519,3.267303369391076,1.0903714125551898,28483472,28563990
10450,Kindergarten Cop,1990,80349,3.3092011101569403,1.009458853264248,58981672,59062020
8511,Murder By Numbers,2002,80345,3.2348123716472714,0.9539136270503388,49178848,49259192
16964,When Harry Met Sally,1989,80295,4.0334391929759015,0.8996835123548362,96123253,96203547
11184,The Graduate,1967,80207,3.9457528644632016,0.9362659595851642,63229564,63309770
7906,Freaky Friday,2003,80136,3.5517744833782565,0.9650164296268384,45996913,46077048
14334,"O Brother, Where Art Thou?",2000,80122,3.9104865080751847,1.034030732438166,80638745,80718866
15794,Daddy Day Care,2003,79918,3.3606947120798822,1.0365249255995923,89601947,89681864
638,Austin Powers: International Man of Mystery,1997,79889,3.6988196122119437,1.0684042060897063,4193510,4273398
3838,Fried Green Tomatoes,1991,79845,3.962502348299831,0.9922849236933352,22196472,22276316
12407,The Wedding Singer,1998,79741,3.696793368530618,0.9641305859497529,69877093,69956833
7807,Edward Scissorhands,1990,79630,3.762539244003517,0.9627291161377798,45377768,45457397
3858,Behind Enemy Lines,2001,79557,3.51771685709617,0.9403991532274816,22406925,22486481
9839,Best in Show,2000,79325,3.783044437440908,1.0995583720435873,55421642,55500966
14949,Cocktail,1988,79062,3.2419620045027955,1.0658498281117634,84879372,84958433
11591,Collateral Damage,2002,78980,3.0169030134211194,1.0633899128849968,65446080,65525059
6780,True Lies,1994,78944,3.677758917713823,0.93807497641537,39112615,39191558
16579,National Lampoon's Vacation,1983,78878,3.7706584852557112,1.0199412130478047,94276375,94355252
14798,Caddyshack,1980,78795,3.8637984643695664,1.0182065254431594,83656987,83735781
10915,The Forgotten,2004,78719,3.342585652764898,1.0063199856750218,62032225,62110943
11619,Tommy Boy,1995,78584,3.5952102209101087,1.1428533047409748,65553650,65632233
3698,Mission: Impossible II,2000,78304,3.3454612791172864,1.0042304706093137,21436593,21514896
547,The Family Man,2000,78213,3.5338370859064354,0.9324252521284232,3430821,3509033
12775,Black Hawk Down,2001,77597,3.859607974535098,0.9264104876043334,71770731,71848327
2155,House of Sand and Fog,2003,77314,3.5123780945236307,1.0240066268933643,12714851,12792164
7522,Rush Hour,1998,77021,3.639734617831501,0.9828732683000952,43342616,43419636
3212,Bridget Jones's Diary,2001,76944,3.7066437928883342,0.9678119427356808,18416048,18492991
8868,Beverly Hills Cop II,1987,76705,3.3388175477478654,0.9961628405126388,50771534,50848238
6819,Rocky,1976,76698,3.7713108555633785,1.0108978300930953,39508018,39584715
604,Batman,1989,76601,3.7082152974504248,0.91997327809474,3671624,3748224
10128,12 Monkeys,1995,76475,3.7760836874795687,0.9817401677488604,57248869,57325343
8121,XXX: Special Edition,2002,76453,3.2803160111441017,1.139949679963815,47220501,47296953
7243,What Lies Beneath,2000,75824,3.512766406414856,0.9678551230582996,41646703,41722526
10374,Spaceballs,1987,75801,3.5381327423121065,1.1183925075204657,58355878,58431678
2536,A Clockwork Orange,1971,75242,3.735559926636719,1.1718425255602145,14416730,14491971
16478,Lethal Weapon 3,1992,75148,3.813807420024485,0.9743530337169324,93535948,93611095
7088,Whale Rider,2003,75140,3.914785733297844,1.0174114565911911,41123562,41198701
1040,Lord of the Rings: The Two Towers: Extended Edition,2002,74912,4.702611063648013,0.6288992981046618,6323220,6398131
16074,The Wizard of Oz: Collector's Edition,1939,74829,4.170963129268064,0.908191694637524,91296252,91371080
16915,Kiss the Girls,1997,74779,3.874416614290108,0.9203393493218068,95956614,96031392
7490,One Hour Photo,2002,74466,2.9937152525985016,0.9628437958727604,43097806,43172271
10449,Hook,1991,74076,3.4082698849829907,1.0409542228148931,58907596,58981671
620,Die Another Day,2002,73852,3.3947083355900998,0.9694477859109848,3775610,3849461
2242,About a Boy,2002,73795,3.5908801409309574,0.9525731754827654,13240054,13313848
6107,Blade,1998,73645,3.640545861905085,1.039830893203344,35348444,35422088
5722,The Lord of the Rings: The Fellowship of the Ring: Extended Edition,2001,73422,4.716610825093296,0.6186927004074569,32671214,32744635
11367,The Sound of Music,1965,73353,4.05174975801944,1.0712205664972072,64476273,64549625
14338,Training Day,2001,73337,3.5687033830126675,0.9891077299974482,80874292,80947628
3345,Lord of the Rings: The Return of the King: Extended Edition,2003,73335,4.723269925683507,0.6096655609094311,19398161,19471495
7816,The Ring,2002,73266,3.5306008243933067,1.0146330143684457,45494694,45567959
10762,Driving Miss Daisy,1989,73029,3.819154034698544,0.9478057976708648,60979649,61052677
13786,Beverly Hills Cop,1984,73004,3.8244890690921047,0.8858324746966444,77688465,77761468
12755,The Goonies,1985,72884,4.013720432468031,0.9978317388856424,71514109,71586992
12176,Terminator 2: Extreme Edition,1991,72833,3.9982150948059263,0.8993364263434467,68638656,68711488
9343,Tootsie,1982,72543,3.67091242435521,0.9642771786098456,52933288,53005830
2833,The Perfect Storm,2000,72381,3.3875464555615418,0.9818677347587612,16194198,16266578
3390,A Bug's Life,1998,72379,3.938462813799583,0.8616563842798104,19712324,19784702
14024,Out of Time,2003,71951,3.504537810454337,0.9186313695213704,78855312,78927262
8683,Boogie Nights,1997,71639,3.61733134186686,1.001328849529234,50043368,50115006
7897,"The Godfather, Part II",1974,71614,4.4040830005306235,0.8180341404401413,45880034,45951647
14160,Cellular,2004,71555,3.49626161693802,1.0235146697147959,79696789,79768343
13141,The Princess Diaries (Widescreen),2001,71441,3.5710446382329475,1.0456983383120175,74104273,74175713
4603,Star Wars: Episode I: The Phantom Menace,1999,71143,3.6038823215214433,1.1538034907623274,26647195,26718337
2873,Full Metal Jacket,1987,70959,4.110232669569752,0.8786305903796535,16383864,16454822
