,title,releaseyear,idx,count,avg,std
73,Sex & Fury,1973,367353,131,3.1068702290076335,1.1206044470155112
74,Raging Sharks,2005,367484,235,1.9787234042553192,1.0291364217433097
75,Fly Away Home,1996,367719,12261,3.799445395970965,0.9125285094838842
76,Ranma 1/2: Ranma Forever: Vol. 2: The Depths of Despair,2002,379980,839,3.5852205005959474,1.4005178397849445
77,Exit Wounds,2001,380819,28079,2.9991452687061506,1.1301875775660721
78,The Mark of Zorro,1940,408898,2457,3.7085877085877086,0.9274339984434379
79,John Cleese on How to Irritate People,1968,411355,474,2.959915611814346,1.1346465430647383
80,Signing Made Easy,2000,411829,115,3.017391304347826,1.1266156220842962
81,Into Thin Air: Death on Everest,1997,411944,1330,2.8774436090225564,1.0234187540142978
82,Sherlock Holmes,1954,413274,92,2.8260869565217392,1.2820558867640635
83,The Late Show,1977,413366,247,3.068825910931174,1.1017651636196668
84,S.O.B.,1981,413613,1940,2.872680412371134,1.1051780800329858
85,Biggie & Tupac,2002,415553,1866,3.0192926045016075,1.156394558180589
86,Trading Spaces,2000,417419,1666,3.226890756302521,1.2464199137975904
87,The Tangerine Bear,2000,419085,530,3.0226415094339623,1.2736282312686518
88,My Beautiful Girl Mari,2002,419615,110,2.890909090909091,1.170434686504079
89,Mumford,1999,419725,6136,3.276401564537158,0.9430683563747996
90,The Crow: Salvation,2000,425861,2356,2.8098471986417657,1.1221665969848627
91,To Live and Die in L.A.,1985,428217,4643,3.356665948740039,0.9656340423720283
92,Simone,2002,432860,11534,2.8550372810820184,0.9547424059545381
93,A Midsummer Night's Rave,2002,444394,104,2.6346153846153846,1.3305413321976851
94,Death Wish 4: The Crackdown,1987,444498,1345,3.4349442379182156,1.1382362998138875
95,Va Savoir,2000,445843,726,2.837465564738292,1.1002259576582993
96,Respiro,2002,446569,1739,2.9856239217941347,1.027130696983564
97,Bananas,1971,448308,6894,3.5793443574122423,1.0166940341089228
98,Little Bear: Feel Better Little Bear,1995,455202,232,3.4482758620689653,1.2165867146426292
99,GWAR: Phallus in Wonderland,1992,455434,186,2.956989247311828,1.3393464823877277
100,The Business of Fancydancing,2002,455620,1629,2.932473910374463,1.1935400425260436
101,MASH: Bonus Material,1970,457249,249,3.4738955823293174,1.1789320626626705
102,Fidel: The Castro Project,2002,457498,771,3.4280155642023344,1.133589768699721
103,Bedazzled,2000,458269,14669,3.070011589065376,0.996588977541969
104,Scaramouche,1952,472938,693,3.2741702741702743,1.1165213757697245
105,Best Laid Plans,1999,473631,2446,2.9681112019623876,0.9400493788793359
106,The Secret Life of the Brain,2002,476077,569,3.5676625659050965,1.0799702130994948
107,Robin and the 7 Hoods,1964,476646,1972,3.161764705882353,1.0556034820759916
108,Krav Maga: Basic Combatives,2004,478618,118,2.9491525423728815,1.1486724660920284
109,Thumb Wars: The Phantom Cuticle,1999,478736,1028,3.057392996108949,1.312026758570062
110,The Lion King: Special Edition,1994,479764,67575,4.195190529041805,0.8967358649967214
111,Dragon Ball Z: Dead Zone,1997,547339,1131,3.6445623342175066,1.3931479592593672
112,Steel Angel Kurumi,1999,548470,627,3.858054226475279,1.1673159456615392
113,Elephant Walk,1954,549097,169,3.337278106508876,1.0256334395107098
114,Peeping Tom,1960,549266,2121,3.351249410655351,1.1970652446440941
115,The Patriot,1998,551387,10932,3.0884559092572266,1.2021851345245511
116,A Woman Is a Woman,1961,562319,768,3.5247395833333335,1.24139221025555
117,Sanford and Son: Season 6,1976,563087,209,3.6555023923444976,1.3398496170860967
118,The Monkees: Favorite Episodes,1967,563296,487,3.375770020533881,1.2411775608928242
119,Crooklyn,1994,563783,3290,3.4750759878419455,1.0736490388686324
120,Poker for Dummies,2004,567073,337,2.71513353115727,1.1356808425938654
121,Cedric the Entertainer Presents,2004,567410,274,3.145985401459854,1.4014598540145986
122,Strawberry Shortcake: Adventures on Ice Cream Island,2004,567684,571,3.7180385288966726,1.1257254544807038
123,The Incredible Hulk,2003,568255,1216,2.830592105263158,1.2068547276378727
124,Courage Under Fire,1996,569471,32981,3.6461902307389105,0.8532687076277703
125,Celia Cruz: Eternal Voice,2003,602452,113,3.017699115044248,1.2965734342991106
126,Air Bud: Golden Receiver,1998,602565,3028,3.3946499339498017,1.207828018976501
127,Lord of the Flies,1963,605593,5931,3.7121901871522507,1.0009023621739759
128,Miracle at Oxford,2004,611524,184,2.8532608695652173,1.0135978843098996
129,The Fear,1995,611708,455,2.4043956043956043,1.108995396091484
130,The Hideous Sun Demon,1959,612163,175,2.4685714285714284,1.1047356318715038
131,Kadosh,2000,612338,700,3.0514285714285716,1.1390149700687942
132,Cradle 2 the Grave,2003,613038,24389,3.22936569765058,1.0766081799451825
133,Long Day's Journey into Night,1962,637427,1128,3.7358156028368796,1.0715837394616146
134,Seeing Other People,2004,638555,2011,2.8627548483341623,0.9627885950389424
135,Pete's Meteor,1998,640566,156,2.1666666666666665,1.0611636895730914
136,The Dead Next Door,1989,640722,141,2.375886524822695,1.1822505710107731
137,Exorcist 3,1990,640863,2731,3.044672281215672,1.1709516579746964
138,Mail Order Bride,2003,643594,303,2.052805280528053,0.9564012502727457
139,I Love Trouble,1994,643897,7254,2.8249241797628892,1.062536832316966
140,Swan Lake: Tchaikovsky (Natalia Makarova),1988,651151,164,3.176829268292683,1.168363331027514
141,Rocketship X-M,1950,651315,282,2.9290780141843973,1.1118025111057364
142,Nico Icon,1995,651597,487,3.127310061601643,1.0550618929271296
143,Intersection,1994,652084,4357,3.0429194399816386,0.9856642927182343
144,The Owl and the Pussycat,1970,656441,1564,3.002557544757033,1.0963756175556088
145,Uncle Tom's Cabin,1927,658005,92,2.6630434782608696,1.1255643407047695
146,In Praise of Older Women,1997,658097,61,2.622950819672131,1.1186047284742284
147,Love's Labour's Lost,2000,658158,1167,2.7934875749785775,1.1326843644117692
148,Harry Potter and the Sorcerer's Stone: Bonus Material,2001,659325,1017,3.2723697148475908,1.3003114327010266
149,The Great Outdoors,1988,660342,35088,3.568969448244414,0.9829122281378927
150,Citizen Kane,1941,695430,61758,4.021228019042067,1.039686362588953
151,Love and Rage,1998,757188,125,2.272,0.9327464821697266
152,A Beautiful Mind,2001,757313,108771,3.9748186557078635,0.8892379414531746
153,The Piano,1993,866084,24880,3.5966639871382635,1.0715467062554933
154,Polyester,1981,890964,3851,3.3360166190599845,1.1825348193810858
155,The Trip,2004,894815,185,1.7405405405405405,0.9851490378287149
156,Stranger Inside,2001,895000,482,2.921161825726141,1.2128326205679327
157,I Saw What You Did,1965,895482,611,2.8772504091653026,1.0328434530490955
158,Vampire Junction,2001,896093,93,1.7311827956989247,1.0589077852998006
159,Boccaccio '70,1962,896186,133,2.954887218045113,1.089006318492377
160,A Perfect Murder,1998,896319,32659,3.706145319819958,0.8607167698255033
161,The House on 92nd Street,1945,928978,66,3.0757575757575757,1.0914350583910304
162,Humoresque,1946,929044,138,3.5434782608695654,1.123655816722784
163,Seven Signs of Christ's Return,2003,929182,378,3.015873015873016,1.2083317043281432
164,Hall & Oates: Live in Concert,2003,929560,211,3.6966824644549763,1.1531692939452525
165,The Puppet Masters,1994,929771,2945,2.998981324278438,1.0231608111590402
166,The Ugly,1997,932716,327,2.8134556574923546,1.1435509842321545
167,Musafir,2004,933043,147,2.857142857142857,1.2453996981544782
168,Screw Loose,1998,933190,161,2.1614906832298137,1.1577479805895412
169,Antibody,2002,933351,297,2.0673400673400675,1.0260138266951826
170,Vampire in Brooklyn,1995,933648,4073,2.633685244291677,1.135920914158197
171,Strawberry Shortcake: Get Well Adventure,2002,937721,405,3.612345679012346,1.1527083209115012
172,"Tarzan, the Ape Man",1981,938126,600,2.1033333333333335,0.9929697321111499
173,Head: The Monkees,1968,938726,581,2.9345955249569706,1.2345531848309281
174,Shakedown,2002,939307,127,2.1181102362204722,0.9102580167948613
175,Jam Miami: A Celebration of Latin Jazz,2002,939434,133,3.180451127819549,1.2252640437615145
176,Lipstick & Dynamite,2004,939567,176,2.9204545454545454,1.1152006638543384
177,Super Gals,2001,939743,186,3.5161290322580645,1.430188371876097
178,Seven,1995,939929,99324,4.1349522773951914,0.892375602556663
179,Teletubbies: Go! Exercise with the Teletubbies,1998,1039253,115,3.008695652173913,1.3416126063932428
180,Devil's Playground,2002,1039368,8850,3.596271186440678,0.9220755848004181
181,Planet of the Apes,2001,1048218,52025,2.9947333012974533,1.035947422633708
182,My Life on Ice,2002,1100243,691,3.053545586107091,1.1482187887554336
183,Wayne's World 2,1993,1100934,23978,3.2903494870297774,1.020242752308626
184,The Man from Planet X,1951,1124912,289,2.889273356401384,1.1229853123623068
185,Gummo,1997,1125201,3284,3.0462850182704018,1.348180155316217
186,Dungeons & Dragons,2000,1128485,5797,2.634638606175608,1.1635428999485535
187,Ciao! Manhattan,1973,1134282,180,2.838888888888889,1.1650650381888028
188,Viva La Bam: Seasons 2 and 3,2004,1134462,1831,3.8612779901693064,1.328337662105329
189,Tease,2001,1136293,221,2.4705882352941178,1.0487200203717673
190,Mysteries of Magic: Vol. 1,1997,1136514,80,2.5375,1.2241706376155246
191,The Beverly Hillbillies: The Ultimate Collection: Vol. 1,1962,1136594,102,2.9313725490196076,1.1653477468168671
192,The Turning Point,1977,1136696,1450,3.730344827586207,0.9133359949737146
193,A Few Good Men,1992,1138146,119812,4.018837845958669,0.8667358036569321
194,King Kong,1976,1257958,3205,3.1310452418096726,1.006524890505679
195,Batman Forever,1995,1261163,30593,3.076520772725787,1.0098049189208578
196,Jacob the Liar,1975,1291756,158,3.107594936708861,1.0589309335361206
197,Laughing Out Loud: Vol. 5,2001,1291914,236,2.6186440677966103,1.2915598998912832
198,A Dangerous Man: Lawrence After Arabia,1990,1292150,169,3.088757396449704,1.113841476438475
199,Of Freaks and Men,1998,1292319,283,2.8091872791519434,1.2772764103868666
200,Cleopatra Jones,1973,1292602,423,3.2387706855791962,1.2154289446606557
201,And I Hate You So,2000,1293025,294,3.193877551020408,1.049698660341745
202,Degrassi: The Next Generation: Season 1,2001,1293319,552,3.903985507246377,1.2796563396537552
203,Alice,1988,1293871,1090,3.168807339449541,1.2579798314996524
204,Batman: Mystery of the Batwoman,2003,1294961,1958,3.566394279877426,1.0910698762124778
205,Our Man Flint,1966,1296919,3241,3.369639000308547,0.9807106714277436
206,Walking with Cavemen,2003,1300160,868,3.6509216589861753,1.085741938065702
207,Paris When it Sizzles,1964,1301028,951,3.036803364879075,1.093769700608748
208,Midsomer Murders: A Tale of Two Hamlets,2003,1301979,161,3.888198757763975,1.0690088799163793
209,Dancing in September,2000,1302140,347,2.9164265129683,1.1620517094498812
210,Magic Knight Rayearth,1994,1302487,145,3.579310344827586,1.229908690287498
211,Mr. & Mrs. Smith,1941,1302632,777,3.38996138996139,0.9817129061846425
212,Breakin',1984,1303409,1602,3.328339575530587,1.146915034744582
213,Don't Look Now,1973,1305011,2781,3.166846458108594,1.1717922917115642
214,Madonna: The Girlie Show: Live Down Under,1988,1307792,1005,3.389054726368159,1.3445595561335688
215,Cirque du Soleil: Cirque Reinvented,1987,1308797,835,3.4203592814371255,1.1516475530672183
216,Stay Tuned,1992,1309632,1475,2.9125423728813558,1.173642155523347
217,The White Seal / A Cricket in Times Square,1973,1311107,115,3.0869565217391304,1.2550088680878737
218,Waltz of the Toreadors,1962,1311222,123,2.569105691056911,1.1552728239565275
219,Great Expectations,1946,1311345,2717,3.7449392712550607,0.9983871636746277
220,The Private Eyes,1980,1314062,1329,3.5372460496613995,1.1224524103498534
221,Willie Nelson: Live at Billy Bob's Texas,2004,1315391,106,3.19811320754717,1.2470327901209661
222,Unsolved Mysteries: Bizarre Murders,1987,1315497,156,3.128205128205128,1.2491943491806963
223,Mister Roberts,1955,1315653,14078,4.0026992470521385,0.8833794447472191
224,UFC 49: Ultimate Fighting Championship: Unfinished Business,2004,1329731,1383,4.084598698481562,1.1310071249175924
225,For a Lost Soldier,1992,1331114,1045,3.6239234449760764,1.1446576195132163
226,Orange County,2002,1332159,19001,3.155570759433714,0.9610632596662176
227,The Razor's Edge,1946,1351160,333,3.4174174174174174,0.9999684364072436
228,Jesus Christ Superstar: 2000,2000,1351493,2180,3.0834862385321102,1.268677977046835
229,The Trojan Women,1971,1353673,119,2.907563025210084,1.26352579019916
230,National Geographic: 30 Years of National Geographic Specials,1996,1353792,418,3.5430622009569377,1.0555445774493446
231,The Powerpuff Girls Movie,2002,1354210,2752,3.2212936046511627,1.0934251502252663
232,Stroker Ace,1983,1356962,2278,2.6115013169446883,1.155051254330283
233,"Play to Win: Secrets of Playing Slots, Blackjack & Craps",2000,1359240,185,2.4918918918918918,0.9704772797313697
234,Awakenings,1990,1359425,30831,3.9085984885342673,0.8434310318231335
235,Hamburger Hill,1987,1390256,8455,3.654997043169722,0.946631887695227
236,Unknown Peter Sellers,2000,1398711,337,3.27893175074184,1.0129435547915149
237,Kiss: Symphony: Rock and Roll Over: Beethoven,2003,1399048,160,3.5875,1.185261047195933
238,Swoon,1992,1399208,487,2.833675564681725,1.1619636787956353
239,Sahara,2005,1399695,58563,3.5237607363010777,1.0024276573366873
240,Hard Times,1975,1458258,1111,3.594059405940594,0.9868262742148869
241,Sudden Manhattan,2000,1459369,115,2.2,1.0566559227726093
242,Texas Chainsaw Massacre: The Next Generation,1994,1459484,1185,2.49957805907173,1.2529289866526934
243,Vlad,2003,1460669,385,2.1844155844155844,0.9641717978975646
244,Waiting,2000,1461054,266,1.8984962406015038,1.030109488480008
245,The Man Who Copied,2005,1461320,266,3.3834586466165413,1.1119433946705883
246,Chicago,2002,1461586,113717,3.594264709761953,1.1313592664151588
247,Sex: The Annabel Chong Story,2000,1575303,1890,2.346031746031746,1.0719352123712
248,Amityville 3-D,1983,1577193,322,2.7049689440993787,1.0962556963731418
249,Galerians: Rion,2000,1577515,208,2.75,1.2029610902333394
250,Inside Islam,2002,1577723,611,3.572831423895254,0.983920646705078
251,A Date with Shahrukh,2004,1578334,171,2.91812865497076,1.2445290829943103
252,Larva,2005,1578505,138,2.739130434782609,1.1053515922126576
253,Luther Vandross: Always and Forever: An Evening of Songs,1994,1578643,250,3.572,1.1405332086353295
254,Crazy as Hell,2002,1578893,774,2.7674418604651163,1.0831929156962883
255,K-911,1999,1579667,4675,3.0725133689839574,1.1146489788619351
256,Babylon 5: In the Beginning,1998,1584342,2700,4.214444444444444,1.0591465233973492
257,Hitch,2005,1587042,109610,3.880841164127361,0.9353359105800123
258,Dunston Checks In,1996,1696652,5232,2.668577981651376,1.1853555174016184
259,State Property 2,2005,1701884,973,2.8098663926002057,1.2273959444076903
260,The Story of Us,1999,1702857,10287,3.259259259259259,1.0601413283153758
261,The Last King,2004,1713144,751,3.5299600532623168,1.0132779589559764
262,Gunsmoke: To the Last Man,1992,1713895,130,3.0076923076923077,1.3097043344919428
263,The Changeling,1980,1714025,3767,3.4658879745155295,1.0249562597548916
264,Class of Nuke 'Em High 2,1991,1717792,95,2.6210526315789475,1.2412128819354673
265,Bob Hope: The Ultimate Collection,2004,1717887,157,3.0573248407643314,1.2478875817843016
266,Chicken Run,2000,1718044,38386,3.5231073829000157,0.9748304857185173
267,What's the Worst That Could Happen?,2001,1756430,5284,3.1213096139288417,1.0443641815986098
268,Wilbur Wants to Kill Himself,2002,1761714,2421,3.0842627013630732,1.077119326032245
269,The Real Bruce Lee,1979,1764135,90,2.6666666666666665,1.3581032524975576
270,Live Nude Girls Unite!,2000,1764225,498,2.6646586345381524,1.2571066991101165
271,"Sex, Secrets, and Lies",2002,1764723,158,1.9113924050632911,1.0813712979328378
272,Baby Geniuses,1999,1764881,2849,2.9466479466479467,1.2404624540858387
273,Area 51,1997,1767730,275,2.3527272727272726,1.0388550595298383
274,Monkey Business,1931,1768005,3843,4.004163413999479,0.952684059838526
275,Cool Hand Luke,1967,1771848,42100,4.137933491686461,0.8408233185746156
276,Saturday Night Live: The Best of Will Ferrell 2,2004,1813948,6364,3.8730358265241986,1.1101648047704582
277,Everyday is Valentine,2001,1820312,182,2.9450549450549453,0.992971313758899
278,Tom and Jerry: Spotlight Collection: Vol. 1,2004,1820494,1084,3.974169741697417,1.0674990397981836
279,VeggieTales: Duke and the Great Pie War,2005,1821578,1576,3.9911167512690353,1.1376894706143703
280,Darkside Blues,1994,1823154,262,2.946564885496183,1.137916786150062
281,Attila,2000,1823416,2355,3.2743099787685774,1.0697134869921319
282,Sex and the City: Season 5,2002,1825771,33727,4.334361194295371,1.036591606022247
283,Brief Crossing,2001,1859498,322,2.9627329192546585,1.1027250196855725
284,DysFunktional Family,2003,1859820,3290,3.0677811550151977,1.1795992316221857
285,Spacehunter,1983,1863110,728,2.758241758241758,1.068691912148405
286,The Smiths: The Complete Picture,1992,1863838,406,3.3201970443349755,1.257856477042812
287,Batman: The Movie,1966,1864244,3243,3.0681467776749924,1.075035523100419
288,The Cemetery Club,1993,1867487,340,3.1029411764705883,1.0252647560845949
289,Cinderfella,1960,1867827,691,3.4370477568740956,1.1285093695403727
290,Working Girl,1988,1868518,30973,3.5671391211700514,0.9032139866516884
291,Born Yesterday,1950,1899491,4008,3.656187624750499,0.9972800518024517
292,The Flintstones: Season 2,1961,1903499,902,3.9689578713968956,1.0268732924549804
293,Kull the Conqueror,1997,1904401,2615,2.7747609942638625,1.098988623463181
294,Leatherface: The Texas Chainsaw Massacre III,1990,1907016,1360,3.0816176470588235,1.1967911881042053
295,Beach Party / Bikini Beach,1963,1908376,529,2.8034026465028354,1.1565167335918933
296,Fireworks,1998,1908905,537,3.7243947858473,1.1312477482763277
297,American Adobo,2002,1909442,479,2.8288100208768268,1.069566104943128
298,Behind the Planet of the Apes,1998,1909921,2230,3.145291479820628,1.1761694991897502
299,School of the Holy Beast,1974,1912151,59,3.0508474576271185,1.1560266376257582
300,Little Polar Bear,2001,1912210,212,3.0283018867924527,1.1651993688814473
301,Team America: World Police,2004,1912422,48112,3.254427169936814,1.255835704498981
302,Friday Night Lights,2004,1960534,42223,3.6588825995310614,0.9115994584915654
303,Spider-Man: The New Animated Series: Season 1,2003,2002757,2536,3.6652208201892744,1.1685232389949511
304,Body Story,1998,2005293,198,3.696969696969697,1.1096868741576094
305,"Sizzle Beach, USA",1974,2005491,168,1.9464285714285714,1.0649107305054157
306,Fresh Horses,1988,2005659,403,2.359801488833747,1.0170125863487767
307,Libeled Lady,1936,2006062,529,3.831758034026465,0.9120351212729992
308,White Lightning,1973,2006591,769,3.0299089726918074,1.118651481050882
309,Love in a Cold Climate,2001,2007360,123,3.268292682926829,1.2102084126883197
310,This Land Is Your Land: The Folk Years,2002,2007483,129,3.37984496124031,1.1150402255726712
311,Kiss Me Guido,1997,2007612,3798,3.249605055292259,1.043469928268853
312,Bullets of Love,2001,2011410,214,2.864485981308411,1.154167769632163
313,Vice Versa,1988,2011624,1335,3.3131086142322097,0.9180342944198971
314,Shanghai Grand,1996,2012959,171,3.1169590643274856,1.1588984957581356
315,Benny Hill: Complete and Unadulterated: The Naughty Early Years: Set 1,1969,2013130,856,3.417056074766355,1.175147128046763
316,My Friend Flicka,1943,2013986,939,3.385516506922258,1.0103000031539588
317,Mr. Jones,1993,2014925,926,2.997840172786177,0.9847627908044078
318,Nostalghia,1983,2015851,306,3.633986928104575,1.274442766797394
319,"S.W.A.T.: L.A., Las Vegas, and Detroit",2001,2016157,248,3.217741935483871,1.164394373046929
320,U-571,2000,2016405,60425,3.6161522548613982,0.9073873746822875
321,Campfire Stories,2000,2076830,270,2.0148148148148146,1.0987210422438491
322,Shakespeare Tragedies: Othello/ Macbeth/ King Lear: The Standard Deviants,2000,2077100,157,2.9426751592356686,1.3270437343292147
323,13 Ghosts,1960,2077257,7497,3.6031746031746033,1.13597627737864
324,Alfred Hitchcock: Young & Innocent / The Cheney Vase,1937,2084754,326,3.303680981595092,1.0838122655984352
325,Hollywood Homicide,2003,2085080,24002,2.853553870510791,0.9944903182212518
326,Jimi Plays Berkeley,1971,2109082,287,3.6515679442508713,1.1217780722108035
327,And God Created Woman,1956,2109369,679,2.901325478645066,1.0314557873893853
328,Napoleon & Samantha,1972,2110048,241,3.078838174273859,1.1073164351283604
329,Only the Strong,1993,2110289,1001,3.589410589410589,1.1493158075230367
330,Knight Rider: Season 2,1983,2111290,1015,3.6886699507389165,1.2171272421484125
331,Inspector Gadget 2,2003,2112305,3952,2.86664979757085,1.0742576340910002
332,Rhapsody in August,1991,2116257,856,3.427570093457944,1.0509838213552378
333,D.L. Hughley: Live,2003,2117113,689,3.474600870827286,1.132579620540765
334,Pay It Forward,2000,2117802,99812,3.689345970424398,1.0925243662694075
335,Doctor Who: Earthshock (Ep. 122),1982,2217614,601,3.86522462562396,1.1723968897153434
336,Volcano Above the Clouds: Nova,2004,2218215,130,3.353846153846154,1.0441156615973632
337,Le Mans,1971,2218345,1460,3.223287671232877,1.148914979262621
338,Last Days,1998,2219805,2056,3.8103112840466924,1.010648894101673
339,VeggieTales: The Ultimate Silly Song Countdown,2001,2221861,3789,3.9730799683293747,1.2298794114833387
340,Gone Fishin',1997,2225650,1788,2.917225950782998,1.1936983683426177
341,Crazy/Beautiful,2001,2227438,12286,3.179716750773238,1.0062148330614527
342,Revelation,1999,2239724,205,3.209756097560976,1.229674729557211
343,The Darling Buds of May,1991,2239929,542,3.367158671586716,1.3098656478485622
344,Aerosmith: The Making of Pump,1990,2240471,195,3.1846153846153844,1.20969130657338
345,Veronica Mars: Season 1,2004,2240666,1238,4.592084006462035,0.8093768037140737
346,Boys Briefs 2,2000,2241904,1357,3.178334561532793,1.0935743980046841
347,Cirque du Soleil: La Magie Continue,2001,2243261,772,3.066062176165803,1.2085783779366523
348,The Way We Live Now,2001,2244033,1127,3.6885536823425022,1.08457047566464
349,"Emerson, Lake & Palmer: Welcome Back",1992,2245160,107,2.7196261682242993,1.2058610180403224
350,Staying Together,1989,2245267,89,3.0112359550561796,0.8412722043746015
351,National Lampoon's Going the Distance,2004,2245356,1267,3.070244672454617,1.1261224249538107
352,Not One Less,2000,2246623,2876,3.6828929068150207,1.0101705213835717
